Korean,English,score
조금 크게요 세종시에요,"It's a little big, in Sejong City.",2
네 맞습니다 이제 불러드려도 될까요,"Yes, that's right. Can I call you now?",2
예 메모 가능합니다 불러주세요,"Yes, I can take notes. Please call me.",2
네 먼저 세종시 장군면,"Yes, first, Janggun-myeon, Sejong City",2
뭐라고요 장선면입니까 장선면이요,What is it? Jangseon-myeon? Jangseon-myeon?,2
장군입니다 선생님 군화 할 때 군입니다,"It's a general, sir. It's a military when you wear military boots.",2
네 장군면 알겠습니다 이순신 장군,"Yes, I understand, General Yi Sun-sin.",2
네 #@주소#에,"Yes, at #@address#",2
#@주소#에 있다고요 #@주소#,It's at #@address# #@address#,1
네 #@주소# #@소속#있습니다,"Yes, I have #@address# #@affiliation#",2
#@소속# 그럼 이거는 충남에 들어가는 게 아니네요,#@Affiliation# Then this doesn't go to Chungnam,2
네 충남은 세종대학과는 별개로요,"Yes, Chungnam is separate from Sejong University.",2
이거는 지금 대전시꺼네요,This is Daejeon City right now,2
명칭만 대전공원묘원이고 지역은 세종지역으로 확인이 됩니다,"The name is Daejeon Park Cemetery, and the area is confirmed to be Sejong.",2
그래요 지역은 세종이라고요,"Yes, the region is Sejong.",1
네 세종시청으로 다시 한번 문의를 해보셔야 확인이 가능합니다,"Yes, you can check by contacting Sejong City Hall again.",2
반갑습니다 #@소속#입니다 무엇을 도와드릴까요,"Nice to meet you, this is #@Affiliation#. How may I help you?",2
예 고생하십니다 여기는 #@소속# 계약업무를 맡고 있는 곳입니다,"Yes, thank you for your hard work. This is #@Affiliation#, a place in charge of contract work.",2
네 #@소속# 계약업무요,"Yes, #@affiliation# contract work",2
계약부서 전화번호하고 전화 좀 돌려주시겠습니까,Could you please give me the contract department's phone number and call me back?,2
#@소속#에 계약 업무를 맡고 있는 부서 연결 요청이십니까,Is this a request to connect with the department in charge of contract work at #@affiliation#?,2
네 맞습니다 선생님,"Yes, that's right, teacher.",2
선생님 죄송하지만 확인이 필요한 부분이 있습니다,"I'm sorry, teacher, but there is something I need to check.",2
어떤 계약에 대한 업무이신지 여쭤 봐도 되겠습니까,May I ask what contract you are working on?,2
네 민간위탁금 관련 업무입니다,"Yes, this is work related to private consignment fees.",2
선생님 민간위탁금 맞으십니까,"Teacher, is this the private sector commission?",2
네 선생님 그렇습니다,"Yes, sir, that's right.",2
제가 확인 후 안내해 드리겠습니다,I will check and let you know.,2
잠시만 기다려 주시겠습니까,Could you please wait a moment?,2
네 알겠습니다 선생님,"Yes, I understand, teacher.",2
기다려 주셔서 감사합니다,Thank you for waiting,2
반갑습니다 #@소속#입니다 무엇을 도와드릴까요,"Nice to meet you, this is #@Affiliation#. How may I help you?",2
수고하십니다 기획감사실 좀 바꿔주세요,Thank you for your hard work. Please change the planning and audit department.,2
네 선생님 기획감사실 연결 요청이십니까,"Yes, sir, is this a request to connect to the planning and audit office?",2
제가 확인 후 안내해드리겠습니다 잠시만 기다려주시겠습니까,I will check and inform you. Could you please wait a moment?,2
네 알겠습니다 선생님,"Yes, I understand, teacher.",2
선생님 네 기다려주셔서 감사합니다,"Teacher, thank you for waiting.",2
선생님께서 말씀해주신 기획감사실로는 확인 어렵고요,It is difficult to confirm with the planning and audit office that the teacher mentioned.,2
기획조정실 확인됩니다 어떤 업무이십니까,Planning and Coordination Office Confirmed What kind of work is this?,2
네 뭐 좀 물어보려고 그러거든요,"Yeah, I was just going to ask you something.",2
업무내용 말씀해주시면 제가 담당자 확인 하여 연결해드리겠습니다,Please tell me the details of your work and I will check with the person in charge and connect you with him/her.,2
마을 이렇게 같은 거 나오는 거 그거 짓는 거 때문에요,The reason why the villages are like this is because of the construction.,2
선생님 죄송합니다 마을에 관한 어떤 업무이십니까,"Sorry, sir. What business do you have regarding the village?",2
무슨 사업을 나온거 사업나온 그거 한 번 물어보려고 하거든요,I wanted to ask you about the business you started.,2
상황이 어떻게 되는 건가 이런 것 좀 알 수 있을까요,Can you give me some idea of what's going on?,2
선생님 마을사업 관련이라고 말씀해 주셨는데요,"Teacher, you said it was related to the village project.",2
안녕하세요 #@소속# #@이름#입니다 무엇을 도와드릴까요,"Hello, this is #@Affiliation# #@Name#. How may I help you?",2
네 사 차 산업 부문 청년 일자리 창출은 어디로 건의 해야 하나요,Where should we suggest creating youth jobs in the 4th industrial sector?,2
잠시만요 그부분은 산업 통상 자원부 #@소속#으로 확인됩니다,"Wait a minute, that part is confirmed as #@affiliation# of the Ministry of Trade, Industry and Energy",2
그럼 거기 전화 번호 좀 알려주시겠어요,Then could you please give me the phone number there?,2
네 메모 가능하십니까,"Yes, can you take notes?",2
네 가능합니다 불러주세요,"Yes, you can. Please call me.",2
네 전화 번호가 #@전번#입니다,Your phone number is #@phone#,2
전화 번호가 #@전번#이라구요 네 적었습니다,"My phone number is #@phone# Yes, I wrote it down",2
이리로 전화해봐야겠네요 수고하세요,I'll have to call here. Thanks for your hard work.,2
감사합니다 상담사 #@이름#이었습니다,"Thank you, counselor #@name#",2
반갑습니다 #@소속#입니다 무엇을 도와 드릴까요,"Nice to meet you, this is #@affiliation# How may I help you?",2
충남에 저기 세종시에 은하수 공원은 있다고 들었는데요,"I heard that there is a Milky Way Park in Sejong City, South Chungcheong Province.",2
네 그러셨나요 은하수 공원이요,"Yes, that's right, Milky Way Park.",2
그러면 저기 #@주소# 쪽에도 공원묘지가 있나요,Then is there a park cemetery in the #@address# area?,2
#@주소#에 어느 부분인지 다시 한번만 말씀해주시겠습니까,Could you please tell me again which part of #@address# you are referring to?,2
네 #@주소#요 #@주소# 말고,"Yes #@address#, not #@address#",2
예 #@주소#에 어느 곳을 찾는 찾으시는 부분인지,"Yes, what part are you looking for in #@address#?",2
공원묘지요 #@주소#에 공원묘지가 있나요,Is there a cemetery at #@address#?,2
#@주소#에 공원묘지 확인 후 안내해드리겠습니다,#@Address# We will guide you after confirming the park cemetery.,2
네 한 번 확인해주세요,"Yes, please check it once.",2
선생님 기다려 주셔서 감사합니다,"Thank you for waiting, teacher.",2
제가 인터넷 다음 확인해보니 #@주소#로는 확인이 어렵습니다,I checked on the internet and it is difficult to confirm with #@address#,2
네 #@주소#로는 확인이 안 된다고요,"Yes, it can't be confirmed with #@address#",2
공원묘지는 #@주소#에 있습니다,The park cemetery is located at #@address#,2
#@주소#와 #@주소# 그리고 #@주소#까지로만 확인이 됩니다,Only #@Address# and #@Address# and #@Address# are verified.,2
그러면은 은하수공원 말고 두 군데가 또 있어요,"Then, there are two other places besides Milky Way Park.",2
네 현재 인터넷 다음 확인 상으로는 #@주소#공원묘지가 있고요,"Yes, according to the current internet confirmation, there is a #@address#park cemetery",2
#@주소#에 대전 공원 묘원이 확인됩니다,Daejeon Park Cemetery is confirmed at #@Address#,2
업무시간 전으로 연결이 어려울 수 있으나 연결 시도해 보겠습니다,"It may be difficult to connect before business hours, but we will try to connect.",2
예 무슨 과라고 하셨죠,"Yes, what subject did you say?",2
건축도시과로 연결 시도하겠습니다,I will try to connect with the Department of Architecture and Urban Planning.,2
네 건축도시과로 연결 부탁드립니다,"Yes, please connect me to the Department of Architecture and Urban Planning.",2
바로 담당자에게 연결하겠습니다 잠시만 기다려주세요,Please wait a moment and I will connect you to the person in charge.,2
예 연결 기다리겠습니다,"Yes, I will wait for the connection.",2
선생님 불편 드려 정말 죄송합니다,"Teacher, I am truly sorry for the inconvenience.",2
현재 공사 중단 건축물 관리 관련 담당자가 자리에 안 계십니다,The person in charge of managing the currently suspended construction building is not present.,2
그게 저 지금 말씀 중에 죄송한데 궁금한 게 있어요,"Sorry to interrupt your conversation, but I have a question.",2
그 건설을 하고 나서 보통 더 심해진 건 맞아요,It's true that it usually gets worse after that construction.,2
그 전부터 그런 게 있었는데 그게 도시과로 들어가나요,"There was something like that before, but does it go into the city department?",2
저희 쪽에서 문의하는 부분은 시군청의 규정에 의해서 관리되는 됩니다,The part we inquire about is managed according to the city/county office regulations.,2
관할 업무가 맞으나 선생님께서 시청에서 해결되지 않는 하셨는데요,"It is a matter of jurisdiction, but the teacher said that it was not resolved at the city hall.",2
문의하신 부분에 대해서 도청에는 정확한 담당자가 확인이 어렵습니다,It is difficult to confirm the exact person in charge of the part you inquired about.,2
네 계속 말씀해 주세요,"Yes, please continue speaking.",2
예 해서 공사 중단 건축물 관리 담당하시는 분께 연결을 해드렸습니다,"Yes, I have connected you with the person in charge of managing the building under construction.",2
담당자분과 한번 상담을 해주시는 부분이 좋으실 듯싶습니다,I think it would be a good idea to consult with the person in charge.,2
그러면 지금 연결이 안 됐는데 어떻게 연락을 주시려고 하시나요,"Then, how are you going to contact me if I can't connect right now?",2
따로 메모를 남겨주실 거예요 아니면요,Will you please leave a separate note or not?,2
네 선생님 아직 업무 시작 전이라서 미리 메모를 정리해 놓겠습니다,"Yes, teacher, I will organize my notes in advance since work has not started yet.",2
반갑습니다 #@소속# #@이름#입니다 무엇을 도와드릴까요,"Nice to meet you, I'm #@Affiliation# #@Name# How may I help you?",2
네 수고 많으십니다 #@소속#죠,"Yes, thank you for your hard work #@Affiliation#",2
네 어떤 용무로 전화 주셨나요,"Yes, what brings you here?",2
다른 게 아니고 #@소속# 민원실 전화번호 좀 부탁드릴게요,"It's nothing else, but I'd like to ask for the phone number of the #@affiliation# civil affairs office.",2
민원실에도 여러 담당자들이 자리하고 있습니다,There are also several staff members in the civil affairs office.,2
관련업무 내용 말씀해주시면 안내 도와드리겠습니다,Please tell me the details of the related work and I will help you.,2
복지 계통 담당자로 연결 부탁드립니다,Please connect me with the person in charge of welfare system.,2
복지라고 하시면 어떤 업무 관련이십니까,"When you say welfare, what kind of work is it related to?",2
기초연금에서 노령연금 때문에 통화 좀 할라고요,I want to talk to you about the basic pension and the old-age pension.,2
네 업무 확인 후에 안내해드리겠습니다 잠시만 기다려주시겠습니까,I will let you know after checking your work. Could you please wait a moment?,2
네 안내 기다리겠습니다,"Yes, I will wait for your guidance.",2
네 선생님 기다려주셔서 감사합니다,"Yes, thank you for waiting, teacher.",2
기초노령연금 관련해서 저출산 고령화 대책과에 담당자가 확인이 됩니다,"Regarding the basic old-age pension, the person in charge of the low birth rate and aging population countermeasures department is confirmed.",2
네 그런가요 그럼 어쩌죠,"Yes, is that so? Then what should I do?",2
선생님 혹시 신청 관련 문의이신가요,"Teacher, do you have any questions about the application?",2
아니요 통화 좀 할라 그러는 거예요 민원 때문에,"No, I just wanted to make a call. I have a complaint.",2
예 알겠습니다 담당자에게 민원 접수해주시는 부분이 좋으실 듯합니다,"Yes, I understand. I think it would be better to file a complaint with the person in charge.",2
그러니까 민원 부서로 전화 연결 좀 해달라고요,"So, please connect me to the complaints department.",2
각 부서에서 민원을 담당하고 있습니다,Each department is responsible for handling complaints.,2
각 부서에서 직접 민원을 담당한다고요,Each department is directly responsible for handling complaints.,2
네 맞습니다 복지보건국에 저출산 고령화 대책과가 있습니다,"Yes, that's right. There is a department for low birth rate and aging population in the Welfare and Health Department.",2
저출산 고령화 대책과에서 기초연금 지원 담당자 자리하고 있습니다,I am in charge of basic pension support at the Low Birth Rate and Aging Society Countermeasures Division.,2
그래요 그쪽 한 번 전화 연결 좀 해주세요,"Okay, please connect me with a call.",2
네 정보화 정책과입니다 무슨 일이신가요,"Yes, this is the information policy department. What is it?",2
안녕하세요 #@전번# #@소속# #@이름#입니다,"Hello, this is #@Phone# #@Affiliation# #@Name#",2
민원인께서 #@소속#에 발간된 신문을 찾고 계십니다,The complainant is looking for a newspaper published by #@affiliation#,2
네 #@소속#에서 발간된 신문 말씀하시는 거죠,"Yes, you are talking about the newspaper published by #@affiliation#",2
네 맞습니다 그중에서 일정기간 동안의 신문을 찾으시는데요,"Yes, that's right. Among them, you are looking for newspapers from a certain period of time.",2
천구백사십오 년부터 천구백사십구 년에 실린 기사를 확인하시려고 합니다,You are looking for articles published between 1945 and 1949.,2
#@소속#에 발간된 신문 중에서요,Among the newspapers published by #@affiliation#,2
네 신문 중에 천구백사십오년부터 천구백사십구년도에 기사입니다,"Of the four newspapers, this is an article from the years 1945 to 1949.",2
네 말씀하신 기간의 신문요,"Yes, the newspaper of the period you mentioned.",2
예 그래서 어떤 신문이 있는지 종류를 알고 싶다고 하십니다,"Yes, so you want to know what kind of newspapers there are?",2
그리고 확인하실 수 있는 경로에 대해 문의를 주셨습니다,And you asked about the path that can be confirmed,2
그건 저희 정보화 정책과 소관이 아닙니다,That is outside the scope of our information policy.,2
그럼 어느 부서로 문의를 해야 하는 건가요,Then which department should I contact?,2
그 부분은 공보관실로 가야 돼요 공보관실로,That part should go to the public relations office. To the public relations office.,2
관련 부서가 공보관실이십니까,Is the relevant department the Public Relations Office?,2
예 공보관실에 도정신문으로 연락하세요 #@전번#입니다,"Yes, please contact the Public Relations Office at the provincial newspaper #@phone number#",2
네 알겠습니다 공보관실에 연락해보도록 하겠습니다 감사합니다,"Okay, I understand. I will contact the Public Relations Office. Thank you.",2
네 수고하세요,"Yes, thank you for your hard work.",2
여성단체 연합회 좀 부탁할게요,I would like to ask the Federation of Women's Organizations for a favor.,2
네 여성단체 협의회 한번 확인해보겠습니다 잠시만 기다려주시겠습니까,"Yes, I will check with the Women's Organization Council. Could you please wait a moment?",2
네 안내 기다리겠습니다,"Yes, I will wait for your guidance.",2
#@소속# 여성단체 협의회 번호 확인됩니다 바로 연결해드리겠습니다,#@Affiliation# The number of the women's group council has been confirmed. We will connect you right away.,2
예 연결 부탁드립니다,"Yes, please connect",2
선생님 죄송하지만 여성단체 협의회 연결이 지연되고 있습니다,"Sorry, sir, but the connection to the women's group council is delayed.",2
그럼 협의회 번호 있으면 알려주시죠,"If you have a council number, please let me know.",2
네 알겠습니다 메모 가능하십니까,"Okay, I understand. Can you take notes?",2
예 번호 말씀해주세요,"Yes, please tell me the number.",2
네 #@전번#입니다,"Yes, it's #@phone number#",2
그러면 노인단체 연합회도 있나 한번 봐주시죠 다시,"Then, please take a look at the Federation of Senior Citizens' Organizations.",2
네 확인해 보겠습니다 대한노인회 #@소속# 연합회로 확인됩니다,"Yes, I will check. It is confirmed as the Korean Senior Citizens Association #@affiliation# association.",2
예 #@소속#에 사무실 있습니까,"Yes, is there an office at #@affiliation#?",2
네 확인됩니다 이쪽 번호 안내해드릴까요 선생님,"Yes, I'll confirm. Can you give me the number? Sir.",2
예 번호 말씀해주세요,"Yes, please tell me the number.",2
#@전번#입니다,#@Phone number#,2
#@전번# 노인 연합회 맞나요,#@Phone# Is this the Senior Citizens Association?,2
죄송합니다 끝번호 다시 안내해드리겠습니다 #@전번#입니다,"Sorry, I'll try to give you the last number again. #@Phone#",2
#@전번# 예 알겠습니다,"#@Phone# Yes, I understand.",2
네 다른 문의사항 있으십니까,Do you have any other questions?,2
다른 문의사항은 없습니다 고맙습니다,"No other questions, thank you.",2
네 좋은 하루되세요 #@소속# #@전번#이었습니다,"Yes, have a nice day #@Affiliation# #@Phone#",2
천구백사십오 년부터 천구백사십구 년도 #@소속#서 발간된 신문인가요,Is this a newspaper published from 1945 to 1949?,2
예 신문하고 그리고 그걸 어떻게 하면 이제 볼 수 있는가,"Yes, the newspaper and how can I see it now",1
네 신문 종류와 열람 방법으로 문의하겠습니다,I would like to inquire about the types of newspapers and how to read them.,2
네 담당자에게 확인을 부탁드립니다 고맙습니다,Please check with your manager. Thank you.,2
그러면 내용을 확인하고 선생님께 전화를 드리겠습니다,Then I will check the contents and call the teacher.,2
실례지만 어떤 부분을 확인하시는 부분이십니까,"Excuse me, but what part are you checking?",2
여기가 대학교 역사연구소인데요 인물을 연구하는 데 있습니다,"This is the university's historical research center, where they study people.",2
해방 이후에 활동을 추적하고 #@소속# 지역에서 어떤 역할을 했는가,Tracking activities after liberation and what role did #@affiliation# play in the region?,1
그러면 인물을 확인하시려는 부분 맞으십니까,"So, is this the part where you want to confirm the person?",2
예 이것도 신문을 중앙일보나 동아일보 이런 것들은 다 봤어요,"Yes, I've read newspapers like JoongAng Ilbo and Dong-A Ilbo.",2
조선일보 이런 거 다 봤어요 여러 가지 신문들을요,I've seen things like the Chosun Ilbo and various other newspapers.,2
그 당시에 #@소속#에서 나온 신문은 다른 내용이 있을 것 같아서요,I think the newspapers that came out from #@affiliation# at that time had different content.,2
네 내용 확인해주셔서 감사합니다,Thank you for checking my content.,2
담당자에게 확인 후 연락을 드리도록 하겠습니다,We will check with the person in charge and contact you.,2
네 도와주셔서 고맙습니다,"Yes, thank you for your help.",2
어느 정도 기다려야 할까요,How long should I wait?,2
담당자 분과 통화되는 대로 연락드리겠습니다,We will contact you as soon as we speak with the person in charge.,2
약 삼십 분 안에 연락드릴 것 같습니다,I will contact you in about thirty minutes.,2
네 감사합니다 연락 기다리겠습니다,"Yes, thank you. I will wait for your contact.",2
감사합니다 즐거운 하루 보내세요,Thank you and have a nice day.,2
반갑습니다 #@소속# #@이름#입니다 무엇을 도와드릴까요,"Nice to meet you, I'm #@Affiliation# #@Name# How may I help you?",2
좋은 하루입니다 새마을 #@소속# 부탁합니다,"Good day, New Village #@Affiliation# please",2
새마을 #@소속# 맞으십니까,Are you a new village #@affiliation#?,2
여기 일반 번호는 몇 번 안내가능합니까,What general number can I call here?,2
네 확인 후에 안내해드리겠습니다 잠시만 기다려주시겠습니까 선생님,"Yes, I will guide you after checking. Could you please wait a moment?",2
예 안내 기다리겠습니다,"Yes, I will wait for your guidance.",2
선생님 오래 기다리게 해 드려 정말 죄송합니다,"Teacher, I'm really sorry for keeping you waiting for so long.",2
새마을 #@소속#로는 전화번호 확인이 어려웠습니다,It was difficult to confirm the phone number with #@affiliation# of Saemaul,2
제가 확인 후에 선생님께 다시 연락을 드려도 될까요,Can I contact you again after I check?,2
그냥 좀 연결해주세요 제가 확인하겠습니다,Just connect me and I'll check.,2
혹시 어느 부서로 연결을 해드리면 될까요,Could you please connect me to which department?,2
새마을 도지부로 연결 부탁드립니다,Please connect to the Saemaul branch,2
도민담당 새마을과로 연결을 해드릴까요,Shall I connect you to the Saemaul Movement Department in charge of the provincial government?,2
아니 새마을과가 아니고 새마을협의회 사무청장 있지 않습니까,"No, it's not the Saemaul Movement, but the Saemaul Council Secretary General, right?",2
네 새마을협의회로 업무내용 다시 한번 확인해보겠습니다,"Yes, I will check the work details again with the Saemaul Movement Council.",2
선생님 죄송하지만 새마을협의회로도 업무내용이 확인이 어려웠습니다,"I'm sorry, teacher, but it was difficult to confirm the work details even with the Saemaul Movement Council.",2
새마을 위탁교육 관련해서는 도민 담당 새마을과 업무로 확인이 됩니다,"Regarding the Saemaul consignment education, please check with the Saemaul Department in charge of the citizens.",2
아니 새마을과가 아니고 새마을 도지부가 도청 별관 사무실에 위치하고 있어요,"No, it's not the Saemaul Movement, but the Saemaul Provincial Branch is located in the office building annex of the provincial government building.",2
제가 번호 확인 후에 선생님께 다시 연락을 드리도록 하겠습니다 선생님,"I will contact you again after I check the number, teacher.",2
선생님 연락처와 성함 말씀해 주시면 제가 연락 드리겠습니다,"Teacher, please tell me your contact information and name and I will contact you.",2
예 제 연락처가 #@전번#이고요,"Yes, my contact number is #@phone number#",2
그리고 성함이 어떻게 되십니까,And what is your name?,2
제 이름은 #@이름#입니다,My name is #@name#,2
성함이 #@이름#님 맞으십니까,Is your name #@name#?,2
네 #@이름#이 맞습니다,Yes #@name# is correct,2
발간된 신문 중에 천구백사십오 년부터 천구백사십구 년도에 기사고요,"Among the newspapers published, there are articles from 1945 to 1949.",2
네 기사 내용 확인요,"Yes, please check the article contents.",2
어떠한 종류의 신문이 있는지에 대한 문의 맞으십니까,Are you curious about what kind of newspapers there are?,2
예 그리고 제가 좀 일일이 그걸 봐야 될 상황이 생겼어요,"Yes, and I had a situation where I had to look at each one individually.",2
그래서 그 기사를 좀 자세히 좀 보려고요,So I'm going to take a closer look at that article.,2
기사를 확인하실 수 있는 경로나 방법까지 문의하시는 게 맞으신가요,Is it right to ask about the path or method to check the article?,2
예 방법도 확인 부탁드립니다,"Yes, please check the method too",2
그러시면 도정신문은 아니십니까 #@소속# 도정신문은 아니시고,Then isn't it the provincial newspaper? #@Affiliation# It isn't the provincial newspaper.,2
도정신문이 그 당시에 있었으면 뭐 보면 좋죠 도정신문,"If the provincial newspaper had been around at that time, what would it be good to read? The provincial newspaper",2
근데 도정신문이 있는지 모르겠네 아무튼 그 도정신문 있으면 더 좋죠,"But I don't know if there is a provincial newspaper. Anyway, it would be better if there was a provincial newspaper.",2
그러면 도정신문 포함해서 확인해주세요 그 당시에 있을지는 모르겠어요,Then please check including the Dojeong Shinmun. I don't know if it will be there at that time.,2
그러시면 찾으시는 신문의 종류가 별도로 있으신 부분은 아니신 거죠,"In that case, there is no specific type of newspaper you are looking for.",2
네 찾는 신문 종류가 있는 건 아닙니다,"No, I don't have the type of newspaper you're looking for.",2
반갑습니다 #@소속# #@이름#입니다 무엇을 도와드릴까요,"Nice to meet you, I'm #@Affiliation# #@Name# How may I help you?",2
예 수고하십니다 여기 공주시 #@주소#이라고 합니다,"Yes, thank you for your hard work. This is #@address# in Gongju City.",2
근데 지금 도청 쪽으로 뭐 국지성 비가 많이 내렸었잖아요,But there was a lot of local rain just now in the wiretapping area.,2
네 선생님 계속 말씀해 주세요,"Yes, teacher, please continue speaking.",2
예 저희 집 옆에 아웃렛 매장을 공사를 하다가 지금 중단이 됐어요,"Yes, construction on the outlet store next to my house was halted.",2
이런 배수시설 같은 게 전혀 안 되어 있어요,There is no drainage facility like this at all.,2
그래서 그 공사를 하기 전에도 저쪽에서 내려오는 물이 상당히 많아요,"So even before that construction, there was a lot of water coming down from that side.",2
집 앞에 마당에 배수구가 두 개가 있는데 물을 다 감당을 못합니다,"There are two drains in the yard in front of the house, but they can't handle all the water.",2
그래서 그 물이 막 집안으로 들어올 정도로 물이 많이 내려오거든요,So the water comes down so much that it just comes into the house.,2
선생님 많이 불편하셨겠습니다 #@소속#에 문의하시면 좋을 듯 싶습니다,"Teacher, I'm sorry for the inconvenience. I think it would be a good idea to contact #@affiliation#",2
시청에도 문의를 했고 면사무소에도 문의를 했어요,I contacted the city hall and the local government office.,2
지금 이거 몇 년째 지금 문의를 해도 시정이 안 되는 거예요,"I've been asking about this for years now, but it hasn't been fixed.",2
그래서 제가 #@소속#으로 전화를 하는 겁니다,So I'm calling #@affiliation#,2
그러십니까 제가 #@소속#에 관련 부서가 있는지 확인해보겠습니다,Is that so? I will check if there is a relevant department in #@affiliation#,2
확인하는 동안 잠시만 기다려 주시겠습니까,Could you please wait a moment while we check?,2
예 안내 기다리겠습니다,"Yes, I will wait for your guidance.",2
기다려 주셔서 감사합니다 건축도시과에 #@소속#가 있습니다,Thank you for waiting. #@Affiliation# is in the Department of Architecture and Urban Planning.,2
관련 담당자분으로 연결을 해드리겠습니다,We will connect you with the relevant person in charge.,2
예 연결 부탁드립니다,"Yes, please connect",2
안녕하세요 전화번호 문의하려고 합니다,"Hello, I would like to inquire about your phone number.",2
어느 부서 전화번호 문의인가요,Which department's phone number are you inquiring about?,2
민방위 대피소 관련 담당자 연결 부탁드립니다,Please connect me with the person in charge of the civil defense shelter.,2
네 알겠습니다 담당자 연결하겠습니다 잠시만 기다려주세요,"Okay, I understand. I will connect you to the person in charge. Please wait a moment.",2
기다려 주셔서 감사합니다 선생님 불편드려 죄송합니다,"Thank you for waiting, teacher. I'm sorry for the inconvenience.",2
확인해보니 제가 안내해드린 번호는 #@소속#의 번호입니다,I checked and the number I gave you is #@affiliation#,2
그런가요 그럼 이 번호는 필요 없겠네요,Is that so? Then I guess I don't need this number.,2
네 #@소속# 그쪽에서는 업무를 담당하지 않습니다,"Yes, #@affiliation# is not in charge of the work there.",2
그럼 어디에서 담당을 하는가요,Then where are you in charge?,2
대피소 관련해서는 민방위 비상대비팀에서 업무를 담당한다고 합니다,"As for shelters, the Civil Defense Emergency Response Team is said to be in charge of the work.",2
잠시만요 민방위 비상대비팀에서 담당한다는 거죠,"Wait a minute, the Civil Defense Emergency Response Team is in charge of this.",2
네 맞습니다 민방위 비상대비팀입니다,"Yes, that's right, it's the Civil Defense Emergency Response Team.",2
그러면 그 쪽 전화번호를 알 수 있을까요,Then can I get your phone number?,2
네 그럼 제가 민방위 비상대비팀 전화번호 안내해드리겠습니다,"Okay, then I will give you the phone number of the Civil Defense Emergency Response Team.",2
네 알려주시고 비상대비팀 연결해주세요,"Yes, please let me know and connect me to the emergency team.",2
네 전화번호는 #@전번#입니다,Your phone number is #@phone#,2
예 전화번호 확인했습니다 비상대비팀 연결해주세요,"Yes, I have confirmed the number. Please connect me to the emergency team.",2
바로 담당자 연결하겠습니다,I will connect you to the person in charge right away.,2
감사합니다 수고하세요,Thank you for your hard work,2
반갑습니다 #@소속# #@이름#입니다 무엇을 도와드릴까요,"Nice to meet you, I'm #@Affiliation# #@Name# How may I help you?",2
네 안녕하세요 공동 주택 세대 간에 방화 구획을 해야 하는 지를요,"Hello, I would like to know whether there should be a fire barrier between apartments in an apartment complex.",2
어디에 문의해야 합니까,Where should I contact?,2
네 그 부분 국토 교통부 #@소속#에 문의하시면 됩니다,"Yes, you can contact the Ministry of Land, Infrastructure and Transport #@affiliation# for that part.",2
거기로 전화 연결 지금 됩니까,Can you connect the call now?,2
네 연결해드릴 수 있습니다,"Yes, I can connect you.",2
그럼 지금 연결해주시구요 전화 번호도 문자로 넣어주시겠어요,Then please connect now and send me your phone number as a text message.,2
네 연결해드리겠습니다 바로 말씀하시면 되시구요,"Yes, I'll connect you. Just tell me.",2
전화 번호 따로 문자로 넣어드리겠습니다,I will send you the phone number separately in a text message.,2
네 감사합니다 수고하세요,"Yes, thank you. Thank you for your hard work.",2
네 업무 처리 잘 되시기 바랍니다,I hope your work goes well.,2
반갑습니다 #@소속# #@이름#입니다 무엇을 도와드릴까요,"Nice to meet you, I'm #@Affiliation# #@Name# How may I help you?",2
여보세요 한 가지 궁금한 게 있어서 전화했는데요,"Hello, I'm calling because I have a question.",2
거기서 자료를 보고 소스를 얻을 수 있으실지는 모르겠어요,I'm not sure if you can find the source there,2
어떤 자료의 소스를 말씀하시는 건가요,What source of information are you referring to?,2
#@소속# 신문 중에 천구백사십오 년 기점으로 해서 천구백사십구 년까지요,"#@Affiliation# Among the newspapers, from 1945 to 1949",2
거기에 실린 기사들을 보려고 하면 어떤 신문이 있는지 궁금합니다,I wonder what newspapers are out there to see the articles that are published there,2
신문 기사를 보시려고 하시는 건가요,Are you trying to read a newspaper article?,2
네 그리고 어떻게 해야 볼 수 있는지 알려줄 수 있나요,Yes and can you tell me how to see it,2
제가 관련하여 도청 담당자에게 문의 후 안내해 드리겠습니다,I will contact the wiretapping officer and inform you of the matter.,2
잠시만 기다려 주시겠습니까,Could you please wait a moment?,2
네 안내 기다리겠습니다,"Yes, I will wait for your guidance.",2
예 선생님 기다려 주셔서 감사합니다,"Yes, thank you for waiting, teacher.",2
네 이제 말씀해주세요,"Yes, please tell me now.",2
정보화정책과에 #@소속# 확인되어 제가 문의 후 안내해드리겠습니다,I will contact the Information Policy Department and get back to you after confirming your #@affiliation#,2
예 안내 기다리겠습니다,"Yes, I will wait for your guidance.",2
정보화정책과로 문의를 해보니 아니라고 합니다,I asked the Information Policy Department and they said no.,2
공보관실로 문의하라는 답변을 받아 공보관실로 문의해보겠습니다,"I received a reply telling me to contact the Public Relations Office, so I will contact the Public Relations Office.",2
문의 후 선생님께 전화를 드려도 괜찮으시겠습니까,Would it be okay if I called you after asking your question?,2
예 확인 후 연락 주세요,"Yes, please contact me after checking.",2
전자제품 버릴 때 지금 상담원은 어떻게 버려요,"When you throw away electronic products, how do you dispose of them now?",2
상담원도 전자제품 버릴 거 아닙니까,Aren't the counselors going to throw away electronic products too?,1
행정구역 별로 다소 다른 부분이 있습니다,There are some differences depending on the administrative district.,2
아니 어떻게 버리냐고요 안 버려요,"No, how can I throw it away? I won't throw it away.",1
